Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
Stage 1,"(88,)",Yes,0.9817104936646057,0.9817031209351157
Stage 1,"(169,)",No,0.9783499241875244,0.9783449092641855
Stage 1,"(406,)",Yes,0.9565930963562561,0.9565846578779434
Stage 1,"(514,)",Yes,0.9934832454727722,0.9934731788154113
Stage 1,"(784,)",Yes,0.9889862538384033,0.9889787085709855
Stage 1,"(874,)",Yes,0.8669058085487915,0.8668936141348679
Stage 1,"(895,)",No,0.9954389930771423,0.9954344838848304
Stage 1,"(1743,)",No,0.9952247143791748,0.9952219857579809
Stage 1,"(1798,)",Yes,0.9868676663445068,0.9868539021193675
Stage 1,"(2350,)",Yes,0.988283097843988,0.9882762648163101
Stage 1,"(2398,)",Yes,0.9847812653587891,0.9847735173823168
Stage 1,"(2650,)",Yes,0.975543737511499,0.9755340852173559
Stage 1,"(3088,)",Yes,0.9817104936646057,0.9817031209351157
Stage 1,"(3406,)",Yes,0.9565930963562561,0.9565846578779434
Stage 1,"(3514,)",Yes,0.9934832454727722,0.9934731788154113
Stage 1,"(3784,)",Yes,0.9889862538384033,0.9889787085709855
Stage 1,"(3874,)",Yes,0.8669058085487915,0.8668936141348679
Stage 1,"(4798,)",Yes,0.9868676663445068,0.9868539021193675
Stage 1,"(5350,)",Yes,0.988283097843988,0.9882762648163101
Stage 1,"(5398,)",Yes,0.9847812653587891,0.9847735173823168
Stage 1,"(5650,)",Yes,0.975543737511499,0.9755340852173559
Stage 1,"(6088,)",Yes,0.9817104936646057,0.9817031209351157
Stage 1,"(6099,)",No,0.9968642593430115,0.9968622392395357
Stage 1,"(6399,)",No,0.9776630402611328,0.977657562672626
Stage 1,"(6406,)",Yes,0.9565930963562561,0.9565846578779434
Stage 1,"(6473,)",No,0.9960986376808716,0.9960968566173176
Stage 1,"(6514,)",Yes,0.9934832454727722,0.9934731788154113
Stage 1,"(6784,)",Yes,0.9889862538384033,0.9889787085709855
Stage 1,"(6874,)",Yes,0.8669058085487915,0.8668936141348679
Stage 1,"(6897,)",No,0.9954389930771423,0.9954344838848304
Stage 1,"(7051,)",No,0.9933947921799255,0.9933923054196292
Stage 1,"(7225,)",No,0.9907070399330689,0.9907044417995271
Stage 1,"(7263,)",No,0.9743967653320862,0.974393396872288
Stage 1,"(7371,)",No,0.996501088242395,0.9964995440436172
Stage 1,"(7413,)",No,0.9759096504257752,0.975908254473413
Stage 1,"(7571,)",No,0.9962154031799866,0.9962101779218682
Stage 1,"(7607,)",No,0.995076596836908,0.9950739872441842
Stage 1,"(7629,)",No,0.9974729419754578,0.9974704450063492
Stage 1,"(7798,)",Yes,0.9868676663445068,0.9868539021193675
Stage 1,"(7915,)",No,0.9945909977959229,0.9945879152187397
Stage 1,"(8015,)",No,0.9701903463409973,0.9701838697187091
Stage 1,"(8051,)",No,0.9990670085953308,0.9990652222242129
Stage 1,"(8253,)",No,0.9951536656426025,0.9951518862686958
Stage 1,"(8350,)",Yes,0.988283097843988,0.9882762648163101
Stage 1,"(8398,)",Yes,0.9847812653587891,0.9847735173823168
Stage 1,"(8559,)",No,0.9894772172974182,0.9894712016976848
Stage 1,"(8650,)",Yes,0.975543737511499,0.9755340852173559
