823,Stage 0,['D'],0.3917803169296814
823,Stage 1,['D'],0.3917573393391205
823,Stage 2,['D'],0.42190951118932496
823,Stage 3,['D'],0.41224035630689393
786,Stage 0,['D'],0.4121328593300415
786,Stage 1,['D'],0.3929632605122162
786,Stage 2,['D'],0.41211846480832826
786,Stage 3,['D'],0.31686413298116456
1277,Stage 0,['C'],0.38421174893842475
1277,Stage 1,['C'],0.38424095521436463
1277,Stage 2,['C'],0.35512858639226685
1277,Stage 3,['B'],0.3187778891132904
868,Stage 0,['D'],0.32991525540815125
868,Stage 1,['D'],0.3246608079479767
868,Stage 2,['D'],0.3416050971554352
868,Stage 3,['D'],0.34671884785161744
1245,Stage 0,['B'],0.4224710167454315
1245,Stage 1,['B'],0.3495027423904968
1245,Stage 2,['B'],0.31722253571019904
1245,Stage 3,['B'],0.4074913264320923
880,Stage 0,['D'],0.3532930315540863
880,Stage 1,['D'],0.33529075990186463
880,Stage 2,['D'],0.31697371612058417
880,Stage 3,['D'],0.3264185191200806
1284,Stage 0,['B'],0.4430747629211975
1284,Stage 1,['B'],0.4124622643993927
1284,Stage 2,['B'],0.4429960251854492
1284,Stage 3,['B'],0.40995776663289796
1356,Stage 0,['D'],0.3265528679894043
1356,Stage 1,['D'],0.34800368557439576
1356,Stage 2,['D'],0.34864172349439393
1356,Stage 3,['D'],0.3051142991589142
1052,Stage 0,['D'],0.3728855849312378
1052,Stage 1,['D'],0.3529019058750702
1052,Stage 2,['D'],0.37293115268216864
1052,Stage 3,['D'],0.3621091843651368
1397,Stage 0,['B'],0.2904309631393982
1397,Stage 1,['B'],0.2808709145592285
1397,Stage 2,['B'],0.2904757560299469
1397,Stage 3,['D'],0.2904798985527588
1063,Stage 0,['B'],0.28610837469564204
1063,Stage 1,['B'],0.29482010016904603
1063,Stage 2,['C'],0.32814550409780274
1063,Stage 3,['B'],0.3013362587498261
1004,Stage 0,['The'],0.9961121679352357
1004,Stage 1,['The'],0.9966230393456056
1004,Stage 2,['The'],0.9966086150215699
1004,Stage 3,['C'],0.6664612294243408
1262,Stage 0,['D'],0.30557581792341004
1262,Stage 1,['D'],0.332724928955896
1262,Stage 2,['D'],0.3249574304627015
1262,Stage 3,['D'],0.33273944268689887
881,Stage 0,['D'],0.3068452776478363
881,Stage 1,['D'],0.3169329763458802
881,Stage 2,['D'],0.3340379596756531
