798,Stage 0,['Yes'],0.9240307212875916
798,Stage 1,['Yes'],0.9323464036987854
798,Stage 2,['Yes'],0.904528796772821
798,Stage 3,['Yes'],0.9045329690979553
928,Stage 0,['Yes'],0.9576637745903566
928,Stage 1,['Yes'],0.9624481798218324
928,Stage 2,['Yes'],0.9523183704422546
928,Stage 3,['Yes'],0.9624358416603639
1986,Stage 0,['Yes'],0.9923067689941957
1986,Stage 1,['Yes'],0.9939823747681215
1986,Stage 2,['Yes'],0.991289258103235
1986,Stage 3,['Yes'],0.9952855707214906
2134,Stage 0,['Yes'],0.9913255573319032
2134,Stage 1,['Yes'],0.9923203588532045
2134,Stage 2,['Yes'],0.9913088084267213
2134,Stage 3,['Yes'],0.9932216406868531
2404,Stage 0,['Yes'],0.996345341305597
2404,Stage 1,['Yes'],0.995859205822809
2404,Stage 2,['Yes'],0.9958547950790956
2404,Stage 3,['Yes'],0.9947064519928529
88,Stage 0,['Yes'],0.9705960155533387
88,Stage 1,['Yes'],0.9706020952271058
88,Stage 2,['Yes'],0.9706000686691834
88,Stage 3,['Yes'],0.9625626207398011
406,Stage 0,['Yes'],0.6511310936020447
406,Stage 1,['Yes'],0.6222397686050964
406,Stage 2,['Yes'],0.6221919656799866
406,Stage 3,['Yes'],0.817257285218103
514,Stage 0,['Yes'],0.9889365435646607
514,Stage 1,['Yes'],0.9874843956039979
514,Stage 2,['Yes'],0.9858587385223939
514,Stage 3,['Yes'],0.988926410775049
784,Stage 0,['Yes'],0.9796026946114137
784,Stage 1,['Yes'],0.9769510627792909
784,Stage 2,['Yes'],0.976944148640497
784,Stage 3,['Yes'],0.9839952589081361
874,Stage 0,['Yes'],0.9522722364471985
874,Stage 1,['Yes'],0.9462781549500061
874,Stage 2,['Yes'],0.9321063161896301
874,Stage 3,['Yes'],0.9462719560669495
1798,Stage 0,['Yes'],0.9927501679466798
1798,Stage 1,['Yes'],0.9928478003548219
1798,Stage 2,['Yes'],0.990921437840326
1798,Stage 3,['Yes'],0.9908093215035035
2350,Stage 0,['Yes'],0.939814567665918
2350,Stage 1,['Yes'],0.9323480726288391
2350,Stage 2,['Yes'],0.939794659714563
2350,Stage 3,['Yes'],0.932341456513269
2398,Stage 0,['Yes'],0.9464966655777527
2398,Stage 1,['Yes'],0.9464932681130005
2398,Stage 2,['Yes'],0.9464778901146484
2398,Stage 3,['Yes'],0.9667640925453735
2650,Stage 0,['Yes'],0.9769369960831239
2650,Stage 1,['Yes'],0.973959505658014
2650,Stage 2,['Yes'],0.9668066502617433
2650,Stage 3,['Yes'],0.9768672586487367
20,Stage 0,['No'],0.5924012065933777
20,Stage 1,['No'],0.4997758568333222
20,Stage 2,['Yes'],0.5619105697678162
20,Stage 3,['Yes'],0.5309442282723023
304,Stage 0,['Yes'],0.992227614025934
304,Stage 1,['Yes'],0.9922081829117372
304,Stage 2,['Yes'],0.9931082726524904
304,Stage 3,['Yes'],0.9945334197090699
392,Stage 0,['Yes'],0.992295265297754
392,Stage 1,['Yes'],0.9923058153198793
392,Stage 2,['Yes'],0.9939754606293275
392,Stage 3,['Yes'],0.9946452380226686
646,Stage 0,['Yes'],0.9240298272179199
646,Stage 1,['Yes'],0.9323428870247437
646,Stage 2,['Yes'],0.9240161777542664
646,Stage 3,['Yes'],0.8667980433510376
776,Stage 0,['Yes'],0.9938965440796449
776,Stage 1,['Yes'],0.9938935638474061
776,Stage 2,['Yes'],0.9938887358711793
776,Stage 3,['Yes'],0.9945907593773439
916,Stage 0,['Yes'],0.9524085522697998
916,Stage 1,['Yes'],0.9577541948364807
916,Stage 2,['Yes'],0.9523895383881165
916,Stage 3,['Yes'],0.957684099774225
1518,Stage 0,['Yes'],0.8351022602127625
1518,Stage 1,['Yes'],0.8351191283272339
1518,Stage 2,['Yes'],0.8667328358696533
1518,Stage 3,['Yes'],0.9237737060593201
1588,Stage 0,['Yes'],0.8350805641220642
1588,Stage 1,['Yes'],0.8515411020325256
1588,Stage 2,['Yes'],0.8350231052445007
1588,Stage 3,['Yes'],0.9042145610855652
1726,Stage 0,['Yes'],0.9955321551369264
1726,Stage 1,['Yes'],0.9955599309013917
1726,Stage 2,['Yes'],0.9949998856590822
1726,Stage 3,['Yes'],0.994980037312372
2044,Stage 0,['Yes'],0.9931714535759523
2044,Stage 1,['Yes'],0.9922696353005006
2044,Stage 2,['Yes'],0.9931758047150209
2044,Stage 3,['Yes'],0.9922629595802858
2344,Stage 0,['Yes'],0.9874700904892518
2344,Stage 1,['Yes'],0.9858249426888063
2344,Stage 2,['Yes'],0.983963430027826
2344,Stage 3,['Yes'],0.9874385000275209
2448,Stage 0,['Yes'],0.9575990439461304
2448,Stage 1,['Yes'],0.9623624087380006
2448,Stage 2,['Yes'],0.9623466135071351
2448,Stage 3,['Yes'],0.9521320463226868
