980,Stage 0,['Yes'],0.9923376442001893
980,Stage 1,['Yes'],0.9923330546425416
980,Stage 2,['Yes'],0.9913081527756288
980,Stage 3,['Yes'],0.99321186552511
1645,Stage 0,['Yes'],0.6223464013145996
1645,Stage 1,['Yes'],0.5925509334610535
1645,Stage 2,['Yes'],0.6512272358940674
1645,Stage 3,['Yes'],0.7056445480393005
1712,Stage 0,['Yes'],0.9967526198433473
1712,Stage 1,['Yes'],0.9971381426857545
1712,Stage 2,['Yes'],0.9980396629379823
1712,Stage 3,['Yes'],0.9977675677345826
2132,Stage 0,['No'],0.7770512105034424
2132,Stage 1,['No'],0.7546541691826416
2132,Stage 2,['No'],0.7546231151627136
2132,Stage 3,['No'],0.622163713078363
2581,Stage 0,['No'],0.992362141709192
2581,Stage 1,['No'],0.9902207852409912
2581,Stage 2,['No'],0.988937020401819
2581,Stage 3,['No'],0.9889358879135681
2960,Stage 0,['Yes'],0.9397656918572022
2960,Stage 1,['Yes'],0.9397585392998291
2960,Stage 2,['Yes'],0.9397560955093933
2960,Stage 3,['Yes'],0.9464514256523682
523,Stage 0,['Yes'],0.9321525693939758
523,Stage 1,['Yes'],0.932125449280603
523,Stage 2,['Yes'],0.9321292043732239
523,Stage 3,['Yes'],0.9237858058022095
1784,Stage 0,['Yes'],0.983982026676996
1784,Stage 1,['Yes'],0.9839860201881959
1784,Stage 2,['Yes'],0.9819065333412721
1784,Stage 3,['Yes'],0.9839853645371034
2618,Stage 0,['Yes'],0.9899925590561464
2618,Stage 1,['Yes'],0.9900041223572327
2618,Stage 2,['Yes'],0.9899964333580566
2618,Stage 3,['Yes'],0.9911453128861024
2857,Stage 0,['Yes'],0.992327392201288
2857,Stage 1,['Yes'],0.9923300148056581
2857,Stage 2,['Yes'],0.9913105965660646
2857,Stage 3,['Yes'],0.9931699038551881
878,Stage 0,['Yes'],0.9960488678024843
878,Stage 1,['Yes'],0.9955535532044008
878,Stage 2,['Yes'],0.9950236083077028
878,Stage 3,['Yes'],0.9949533344315126
1142,Stage 0,['Yes'],0.9930707813309266
1142,Stage 1,['Yes'],0.9939798117683961
1142,Stage 2,['Yes'],0.99283504496084
1142,Stage 3,['Yes'],0.9935250283287599
254,Stage 0,['Yes'],0.8931174279259277
254,Stage 1,['Yes'],0.904461681942804
254,Stage 2,['Yes'],0.8931213022278381
254,Stage 3,['Yes'],0.8805586100624634
1286,Stage 0,['Yes'],0.9323202968643738
1286,Stage 1,['Yes'],0.9323228002594544
1286,Stage 2,['Yes'],0.9239903689430786
1286,Stage 3,['Yes'],0.9239806533859802
1507,Stage 0,['Yes'],0.9323553443955017
1507,Stage 1,['Yes'],0.9323456288384033
1507,Stage 2,['Yes'],0.9240298272179199
1507,Stage 3,['Yes'],0.9147393704460693
2155,Stage 0,['Yes'],0.6511190534638001
2155,Stage 1,['Yes'],0.6789335013435913
2155,Stage 2,['Yes'],0.6789594293640686
2155,Stage 3,['Yes'],0.6510511637734009
2186,Stage 0,['Yes'],0.8930712939308716
2186,Stage 1,['Yes'],0.8805579544113709
2186,Stage 2,['Yes'],0.8667976261185242
2186,Stage 3,['Yes'],0.8930097819374634
2324,Stage 0,['Yes'],0.9397838116692139
2324,Stage 1,['Yes'],0.946475625138147
2324,Stage 2,['Yes'],0.9524617792175842
2324,Stage 3,['Yes'],0.9464799166725708
2341,Stage 0,['Yes'],0.9523729086922241
2341,Stage 1,['Yes'],0.9523674846695496
2341,Stage 2,['Yes'],0.9523724318550659
2341,Stage 3,['Yes'],0.9396970869110657
2396,Stage 0,['Yes'],0.962593972782953
2396,Stage 1,['Yes'],0.9524884820984436
2396,Stage 2,['Yes'],0.9578351379440857
2396,Stage 3,['Yes'],0.9525057078407837
2425,Stage 0,['Yes'],0.8667018414543701
2425,Stage 1,['Yes'],0.8666836024330689
2425,Stage 2,['Yes'],0.8666430116699768
2425,Stage 3,['Yes'],0.880327046017511
2630,Stage 0,['Yes'],0.9145842791603638
2630,Stage 1,['Yes'],0.9238263965653015
