Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
Stage 0,"(88,)",['Yes'],0.5350394249962402,0.535031005869339
Stage 1,"(88,)",['Yes'],0.7690234781311586,0.7690138523601009
Stage 2,"(88,)",['Yes'],0.8396735788391663,0.8396627684589285
Stage 3,"(88,)",['Yes'],0.9631896019981935,0.9631839758582527
Stage 0,"(169,)",['No'],0.8103873730705811,0.8103684384338309
Stage 1,"(169,)",['No'],0.8375476003693176,0.8375359187689071
Stage 2,"(169,)",['No'],0.9510879517601563,0.9510816026581994
Stage 3,"(169,)",['No'],0.9572292567299439,0.9572252629539797
Stage 0,"(406,)",['No'],0.5466880799339844,0.5466803898935346
Stage 1,"(406,)",['Yes'],0.6858898402260375,0.6858808462061645
Stage 2,"(406,)",['Yes'],0.8961952329681946,0.896184549578112
Stage 3,"(406,)",['Yes'],0.9045823217438294,0.9045758517573327
Stage 0,"(514,)",['No'],0.7121649385498597,0.7121514400495338
Stage 1,"(514,)",['Yes'],0.8557876945541931,0.8557732081060554
Stage 2,"(514,)",['Yes'],0.9894818068550659,0.9894706011888084
Stage 3,"(514,)",['Yes'],0.9924994112061097,0.9924830838147025
Stage 0,"(784,)",['No'],0.5155487061546875,0.5155419458047935
Stage 1,"(784,)",['Yes'],0.9882904292152955,0.9882787657875308
Stage 2,"(784,)",['Yes'],0.9856832624481752,0.9856716297892011
Stage 3,"(784,)",['Yes'],0.9915120006607606,0.991505618098088
Stage 0,"(874,)",['No'],0.8174796105431152,0.8174572943083999
Stage 1,"(874,)",['Yes'],0.7024587393807007,0.7024477695623954
Stage 2,"(874,)",['No'],0.5077361465500427,0.507731001817265
Stage 3,"(874,)",['Yes'],0.9677194357918336,0.9677050157453023
Stage 0,"(895,)",['No'],0.9207224250839783,0.9207027783748065
Stage 1,"(895,)",['No'],0.9240694047020508,0.9240593804476498
Stage 2,"(895,)",['No'],0.9904081226395204,0.9904037543021605
Stage 3,"(895,)",['No'],0.9908363820122315,0.9908327204873791
Stage 0,"(1743,)",['No'],0.879058301548822,0.8790318940739963
Stage 1,"(1743,)",['No'],0.9313958288239075,0.93137828601351
Stage 2,"(1743,)",['No'],0.9799371362732484,0.9799324636668493
Stage 3,"(1743,)",['No'],0.9808332921074464,0.9808281475301732
Stage 0,"(1798,)",['No'],0.7460371852921082,0.7460164636135709
Stage 1,"(1798,)",['Yes'],0.7852385641144348,0.7852299522816739
Stage 2,"(1798,)",['No'],0.5543784500168396,0.5543748813709743
Stage 3,"(1798,)",['Yes'],0.9977697135017946,0.9977601981280769
Stage 0,"(2350,)",['No'],0.8353937269257141,0.8353720171102488
Stage 1,"(2350,)",['No'],0.7852201462791992,0.7851988979010994
Stage 2,"(2350,)",['Yes'],0.8722872735069824,0.8722735476077181
Stage 3,"(2350,)",['Yes'],0.9793078304337098,0.9792940549059359
Stage 0,"(2398,)",['No'],0.6038628817604614,0.6038509321340376
Stage 1,"(2398,)",['Yes'],0.5194588304565979,0.5194519569092314
Stage 2,"(2398,)",['Yes'],0.9172559977577759,0.9172464847965843
Stage 3,"(2398,)",['Yes'],0.988280177216394,0.9882669823513082
Stage 0,"(2650,)",['Yes'],0.6333332658814026,0.6333199025848005
Stage 1,"(2650,)",['Yes'],0.7024500371025635,0.702440825930123
Stage 2,"(2650,)",['Yes'],0.817504346470697,0.8174986942139313
Stage 3,"(2650,)",['Yes'],0.9901138545082643,0.9901072448842021
Stage 0,"(3088,)",['Yes'],0.5350394249962402,0.535031005869339
Stage 1,"(3088,)",['Yes'],0.7690234781311586,0.7690138523601009
Stage 2,"(3088,)",['Yes'],0.8396735788391663,0.8396627684589285
Stage 3,"(3088,)",['Yes'],0.9631896019981935,0.9631839758582527
Stage 0,"(3406,)",['No'],0.5466880799339844,0.5466803898935346
Stage 1,"(3406,)",['Yes'],0.6858898402260375,0.6858808462061645
Stage 2,"(3406,)",['Yes'],0.8961952329681946,0.896184549578112
Stage 3,"(3406,)",['Yes'],0.9045823217438294,0.9045758517573327
Stage 0,"(3514,)",['No'],0.7121649385498597,0.7121514400495338
Stage 1,"(3514,)",['Yes'],0.8557876945541931,0.8557732081060554
Stage 2,"(3514,)",['Yes'],0.9894818068550659,0.9894706011888084
Stage 3,"(3514,)",['Yes'],0.9924994112061097,0.9924830838147025
Stage 0,"(3784,)",['No'],0.5155487061546875,0.5155419458047935
Stage 1,"(3784,)",['Yes'],0.9882904292152955,0.9882787657875308
