Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
"(88,)",Stage 0,['No'],"tensor(0.7401, device='cuda:0')","tensor(0.7401, device='cuda:0')"
"(88,)",Stage 1,['Yes'],"tensor(0.7799, device='cuda:0')","tensor(0.7799, device='cuda:0')"
"(88,)",Stage 2,['Yes'],"tensor(0.9841, device='cuda:0')","tensor(0.9841, device='cuda:0')"
"(88,)",Stage 3,['Yes'],"tensor(0.9825, device='cuda:0')","tensor(0.9825, device='cuda:0')"
"(169,)",Stage 0,['No'],"tensor(0.8538, device='cuda:0')","tensor(0.8538, device='cuda:0')"
"(169,)",Stage 1,['No'],"tensor(0.8840, device='cuda:0')","tensor(0.8840, device='cuda:0')"
"(169,)",Stage 2,['No'],"tensor(0.9632, device='cuda:0')","tensor(0.9632, device='cuda:0')"
"(169,)",Stage 3,['No'],"tensor(0.9875, device='cuda:0')","tensor(0.9875, device='cuda:0')"
"(406,)",Stage 0,['No'],"tensor(0.7431, device='cuda:0')","tensor(0.7431, device='cuda:0')"
"(406,)",Stage 1,['Yes'],"tensor(0.6333, device='cuda:0')","tensor(0.6333, device='cuda:0')"
"(406,)",Stage 2,['Yes'],"tensor(0.9679, device='cuda:0')","tensor(0.9678, device='cuda:0')"
"(406,)",Stage 3,['Yes'],"tensor(0.9648, device='cuda:0')","tensor(0.9648, device='cuda:0')"
"(514,)",Stage 0,['No'],"tensor(0.6959, device='cuda:0')","tensor(0.6959, device='cuda:0')"
"(514,)",Stage 1,['Yes'],"tensor(0.9632, device='cuda:0')","tensor(0.9632, device='cuda:0')"
"(514,)",Stage 2,['Yes'],"tensor(0.9937, device='cuda:0')","tensor(0.9937, device='cuda:0')"
"(514,)",Stage 3,['Yes'],"tensor(0.9956, device='cuda:0')","tensor(0.9956, device='cuda:0')"
"(784,)",Stage 0,['No'],"tensor(0.6370, device='cuda:0')","tensor(0.6369, device='cuda:0')"
"(784,)",Stage 1,['No'],"tensor(0.5774, device='cuda:0')","tensor(0.5774, device='cuda:0')"
"(784,)",Stage 2,['Yes'],"tensor(0.9901, device='cuda:0')","tensor(0.9901, device='cuda:0')"
"(784,)",Stage 3,['Yes'],"tensor(0.9845, device='cuda:0')","tensor(0.9845, device='cuda:0')"
"(874,)",Stage 0,['No'],"tensor(0.7878, device='cuda:0')","tensor(0.7878, device='cuda:0')"
"(874,)",Stage 1,['Yes'],"tensor(0.8705, device='cuda:0')","tensor(0.8705, device='cuda:0')"
"(874,)",Stage 2,['Yes'],"tensor(0.8886, device='cuda:0')","tensor(0.8886, device='cuda:0')"
"(874,)",Stage 3,['Yes'],"tensor(0.9625, device='cuda:0')","tensor(0.9625, device='cuda:0')"
"(895,)",Stage 0,['No'],"tensor(0.8128, device='cuda:0')","tensor(0.8128, device='cuda:0')"
"(895,)",Stage 1,['No'],"tensor(0.9931, device='cuda:0')","tensor(0.9931, device='cuda:0')"
