Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
"(88,)",Stage 0,['No'],"tensor(0.7371, device='cuda:0')","tensor(0.7371, device='cuda:0')"
"(88,)",Stage 1,['Yes'],"tensor(0.7577, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.7577, device='cuda:0', grad_fn=<ExpBackward0>)"
"(88,)",Stage 2,['Yes'],"tensor(0.9796, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9796, device='cuda:0', grad_fn=<ExpBackward0>)"
"(88,)",Stage 3,['Yes'],"tensor(0.9871, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9871, device='cuda:0', grad_fn=<ExpBackward0>)"
"(169,)",Stage 0,['No'],"tensor(0.8538, device='cuda:0')","tensor(0.8538, device='cuda:0')"
"(169,)",Stage 1,['No'],"tensor(0.8947, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.8947, device='cuda:0', grad_fn=<ExpBackward0>)"
"(169,)",Stage 2,['No'],"tensor(0.9736, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9736, device='cuda:0', grad_fn=<ExpBackward0>)"
"(169,)",Stage 3,['No'],"tensor(0.9857, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9857, device='cuda:0', grad_fn=<ExpBackward0>)"
"(406,)",Stage 0,['No'],"tensor(0.7401, device='cuda:0')","tensor(0.7401, device='cuda:0')"
"(406,)",Stage 1,['Yes'],"tensor(0.6441, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.6441, device='cuda:0', grad_fn=<ExpBackward0>)"
"(406,)",Stage 2,['Yes'],"tensor(0.9679, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9678, device='cuda:0', grad_fn=<ExpBackward0>)"
"(406,)",Stage 3,['Yes'],"tensor(0.9597, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9597, device='cuda:0', grad_fn=<ExpBackward0>)"
"(514,)",Stage 0,['No'],"tensor(0.6992, device='cuda:0')","tensor(0.6992, device='cuda:0')"
"(514,)",Stage 1,['Yes'],"tensor(0.9603, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9603, device='cuda:0', grad_fn=<ExpBackward0>)"
"(514,)",Stage 2,['Yes'],"tensor(0.9934, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9934, device='cuda:0', grad_fn=<ExpBackward0>)"
"(514,)",Stage 3,['Yes'],"tensor(0.9928, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9928, device='cuda:0', grad_fn=<ExpBackward0>)"
"(784,)",Stage 0,['No'],"tensor(0.6370, device='cuda:0')","tensor(0.6370, device='cuda:0')"
"(784,)",Stage 1,['No'],"tensor(0.5964, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.5963, device='cuda:0', grad_fn=<ExpBackward0>)"
"(784,)",Stage 2,['Yes'],"tensor(0.9870, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9869, device='cuda:0', grad_fn=<ExpBackward0>)"
"(784,)",Stage 3,['Yes'],"tensor(0.9930, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9930, device='cuda:0', grad_fn=<ExpBackward0>)"
"(874,)",Stage 0,['No'],"tensor(0.7878, device='cuda:0')","tensor(0.7878, device='cuda:0')"
"(874,)",Stage 1,['Yes'],"tensor(0.8917, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.8917, device='cuda:0', grad_fn=<ExpBackward0>)"
"(874,)",Stage 2,['Yes'],"tensor(0.8458, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.8458, device='cuda:0', grad_fn=<ExpBackward0>)"
"(874,)",Stage 3,['Yes'],"tensor(0.9677, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9677, device='cuda:0', grad_fn=<ExpBackward0>)"
"(895,)",Stage 0,['No'],"tensor(0.8104, device='cuda:0')","tensor(0.8104, device='cuda:0')"
"(895,)",Stage 1,['No'],"tensor(0.9929, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9928, device='cuda:0', grad_fn=<ExpBackward0>)"
"(895,)",Stage 2,['No'],"tensor(0.9938, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9938, device='cuda:0', grad_fn=<ExpBackward0>)"
"(895,)",Stage 3,['No'],"tensor(0.9888, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9888, device='cuda:0', grad_fn=<ExpBackward0>)"
"(1743,)",Stage 0,['No'],"tensor(0.7431, device='cuda:0')","tensor(0.7431, device='cuda:0')"
"(1743,)",Stage 1,['No'],"tensor(0.9697, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9697, device='cuda:0', grad_fn=<ExpBackward0>)"
"(1743,)",Stage 2,['No'],"tensor(0.9943, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9943, device='cuda:0', grad_fn=<ExpBackward0>)"
"(1743,)",Stage 3,['No'],"tensor(0.9940, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9940, device='cuda:0', grad_fn=<ExpBackward0>)"
"(1798,)",Stage 0,['No'],"tensor(0.7461, device='cuda:0')","tensor(0.7460, device='cuda:0')"
"(1798,)",Stage 1,['Yes'],"tensor(0.8791, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.8791, device='cuda:0', grad_fn=<ExpBackward0>)"
"(1798,)",Stage 2,['Yes'],"tensor(0.9916, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9916, device='cuda:0', grad_fn=<ExpBackward0>)"
"(1798,)",Stage 3,['Yes'],"tensor(0.9964, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9964, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2350,)",Stage 0,['No'],"tensor(0.7799, device='cuda:0')","tensor(0.7799, device='cuda:0')"
"(2350,)",Stage 1,['No'],"tensor(0.8080, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.8080, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2350,)",Stage 2,['Yes'],"tensor(0.9883, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9883, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2350,)",Stage 3,['Yes'],"tensor(0.9877, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9877, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2398,)",Stage 0,['Yes'],"tensor(0.5038, device='cuda:0')","tensor(0.5038, device='cuda:0')"
"(2398,)",Stage 1,['Yes'],"tensor(0.8558, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.8558, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2398,)",Stage 2,['Yes'],"tensor(0.9905, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9905, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2398,)",Stage 3,['Yes'],"tensor(0.9903, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9902, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2650,)",Stage 0,['No'],"tensor(0.7121, device='cuda:0')","tensor(0.7121, device='cuda:0')"
"(2650,)",Stage 1,['Yes'],"tensor(0.9362, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9362, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2650,)",Stage 2,['Yes'],"tensor(0.9884, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9884, device='cuda:0', grad_fn=<ExpBackward0>)"
"(2650,)",Stage 3,['Yes'],"tensor(0.9946, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9946, device='cuda:0', grad_fn=<ExpBackward0>)"
"(3088,)",Stage 0,['No'],"tensor(0.7371, device='cuda:0')","tensor(0.7371, device='cuda:0')"
"(3088,)",Stage 1,['Yes'],"tensor(0.7662, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.7662, device='cuda:0', grad_fn=<ExpBackward0>)"
"(3088,)",Stage 2,['Yes'],"tensor(0.9814, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9814, device='cuda:0', grad_fn=<ExpBackward0>)"
"(3088,)",Stage 3,['Yes'],"tensor(0.9817, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9817, device='cuda:0', grad_fn=<ExpBackward0>)"
"(3406,)",Stage 0,['No'],"tensor(0.7401, device='cuda:0')","tensor(0.7401, device='cuda:0')"
"(3406,)",Stage 1,['Yes'],"tensor(0.6150, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.6150, device='cuda:0', grad_fn=<ExpBackward0>)"
"(3406,)",Stage 2,['Yes'],"tensor(0.9632, device='cuda:0', grad_fn=<ExpBackward0>)","tensor(0.9632, device='cuda:0', grad_fn=<ExpBackward0>)"
