Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
"(88,)",Stage 0,['No'],"tensor(0.7371, device='cuda:3')","tensor(0.7371, device='cuda:3')"
"(88,)",Stage 1,['Yes'],"tensor(0.6653, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.6653, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 2,['Yes'],"tensor(0.9748, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9748, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 3,['Yes'],"tensor(0.9702, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9702, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 0,['No'],"tensor(0.7371, device='cuda:3')","tensor(0.7371, device='cuda:3')"
"(88,)",Stage 1,['Yes'],"tensor(0.6653, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.6653, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 2,['Yes'],"tensor(0.9748, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9748, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 3,['Yes'],"tensor(0.9702, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9702, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 0,['No'],"tensor(0.7371, device='cuda:3')","tensor(0.7371, device='cuda:3')"
"(88,)",Stage 1,['Yes'],"tensor(0.6653, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.6653, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 2,['Yes'],"tensor(0.9748, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9748, device='cuda:3', grad_fn=<ExpBackward0>)"
"(88,)",Stage 3,['Yes'],"tensor(0.9702, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9702, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 0,['No'],"tensor(0.7401, device='cuda:3')","tensor(0.7401, device='cuda:3')"
"(406,)",Stage 1,['Yes'],"tensor(0.6001, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.6001, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 2,['Yes'],"tensor(0.8991, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.8990, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 3,['Yes'],"tensor(0.9424, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9424, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 0,['No'],"tensor(0.7401, device='cuda:3')","tensor(0.7401, device='cuda:3')"
"(406,)",Stage 1,['Yes'],"tensor(0.6001, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.6001, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 2,['Yes'],"tensor(0.8991, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.8990, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 3,['Yes'],"tensor(0.9424, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9424, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 0,['No'],"tensor(0.7401, device='cuda:3')","tensor(0.7401, device='cuda:3')"
"(406,)",Stage 1,['Yes'],"tensor(0.6001, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.6001, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 2,['Yes'],"tensor(0.8991, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.8990, device='cuda:3', grad_fn=<ExpBackward0>)"
"(406,)",Stage 3,['Yes'],"tensor(0.9424, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9424, device='cuda:3', grad_fn=<ExpBackward0>)"
"(514,)",Stage 0,['No'],"tensor(0.6992, device='cuda:3')","tensor(0.6992, device='cuda:3')"
"(514,)",Stage 1,['Yes'],"tensor(0.9457, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9457, device='cuda:3', grad_fn=<ExpBackward0>)"
"(514,)",Stage 2,['Yes'],"tensor(0.9811, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9811, device='cuda:3', grad_fn=<ExpBackward0>)"
"(514,)",Stage 3,['Yes'],"tensor(0.9294, device='cuda:3', grad_fn=<ExpBackward0>)","tensor(0.9294, device='cuda:3', grad_fn=<ExpBackward0>)"
"(514,)",Stage 0,['No'],"tensor(0.6992, device='cuda:3')","tensor(0.6992, device='cuda:3')"
