Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
"(88,)",Stage 0,['No'],0.7400826216744019
"(88,)",Stage 1,['Yes'],0.751922071080072
"(88,)",Stage 2,['Yes'],0.9814203382538392
"(88,)",Stage 3,['Yes'],0.9881075025604797
"(88,)",Stage 0,['No'],0.7400826216744019
"(88,)",Stage 1,['Yes'],0.751922071080072
"(88,)",Stage 2,['Yes'],0.9814203382538392
"(88,)",Stage 3,['Yes'],0.9881075025604797
"(406,)",Stage 0,['No'],0.7430871726082398
"(406,)",Stage 1,['Yes'],0.6512631178902222
"(406,)",Stage 2,['Yes'],0.9673655630158021
"(406,)",Stage 3,['Yes'],0.975533962349756
"(514,)",Stage 0,['No'],0.6991737485931946
"(514,)",Stage 1,['Yes'],0.9518041611717774
"(514,)",Stage 2,['Yes'],0.992619812588556
"(514,)",Stage 3,['Yes'],0.9944040776299073
"(784,)",Stage 0,['No'],0.6333367229507996
"(784,)",Stage 1,['No'],0.5735949278877808
"(784,)",Stage 2,['Yes'],0.9901124836014343
"(784,)",Stage 3,['Yes'],0.9706382156418397
"(874,)",Stage 0,['No'],0.7878405452774597
"(874,)",Stage 1,['Yes'],0.8739981652306152
"(874,)",Stage 2,['Yes'],0.8704641462372376
"(874,)",Stage 3,['Yes'],0.9691915513084962
"(1798,)",Stage 0,['No'],0.7460625768707825
"(1798,)",Stage 1,['Yes'],0.5697746277855469
"(1798,)",Stage 2,['Yes'],0.9901872278259827
"(1798,)",Stage 3,['Yes'],0.9971385003136232
"(2350,)",Stage 0,['No'],0.7799085975693298
"(2350,)",Stage 1,['No'],0.8030855060623718
"(2350,)",Stage 2,['Yes'],0.9877289534615113
"(2350,)",Stage 3,['Yes'],0.9852330089615419
"(2398,)",Stage 0,['Yes'],0.503838837246759
"(2398,)",Stage 1,['Yes'],0.8438091279076172
"(2398,)",Stage 2,['Yes'],0.9921465517090394
"(2398,)",Stage 3,['Yes'],0.9802419544266298
"(2650,)",Stage 0,['No'],0.7121419907616212
"(2650,)",Stage 1,['Yes'],0.9362248183296753
"(2650,)",Stage 2,['Yes'],0.9867385626839235
"(2650,)",Stage 3,['Yes'],0.9945068956421449
"(358,)",Stage 0,['No'],0.8932183981941773
"(358,)",Stage 1,['No'],0.9085301757858826
"(358,)",Stage 2,['No'],0.6441311241196228
"(358,)",Stage 3,['Yes'],0.6150093079613281
"(388,)",Stage 0,['No'],0.8288601637886597
"(388,)",Stage 1,['Yes'],0.9538947940872742
"(388,)",Stage 2,['Yes'],0.9962628484772279
"(388,)",Stage 3,['Yes'],0.996833622555597
"(1194,)",Stage 0,['No'],0.7980980278061462
"(1194,)",Stage 1,['No'],0.8823166490601135
"(1194,)",Stage 2,['Yes'],0.6892090440796447
"(1194,)",Stage 3,['Yes'],0.523346722226007
"(140,)",Stage 0,['No'],0.7878265977905823
"(140,)",Stage 1,['No'],0.7717351318405701
"(140,)",Stage 2,['No'],0.5311225653694702
"(140,)",Stage 3,['No'],0.5925579072044922
"(176,)",Stage 0,['No'],0.828829825024469
"(176,)",Stage 1,['No'],0.6756696106003357
"(176,)",Stage 2,['Yes'],0.6958691478775574
"(176,)",Stage 3,['Yes'],0.6369314790772034
"(750,)",Stage 0,['No'],0.872231125931604
"(750,)",Stage 1,['Yes'],0.9658362866447999
"(750,)",Stage 2,['Yes'],0.9884344340370728
"(750,)",Stage 3,['Yes'],0.921815037827356
"(1466,)",Stage 0,['No'],0.8103732467697693
"(1466,)",Stage 1,['No'],0.9731678963707521
"(1466,)",Stage 2,['No'],0.9727522731827333
"(1466,)",Stage 3,['No'],0.9773002863930299
"(102,)",Stage 0,['No'],0.7689994574593141
"(102,)",Stage 1,['Yes'],0.6688106061028076
"(102,)",Stage 2,['Yes'],0.9323942066238953
"(102,)",Stage 3,['Yes'],0.9559389353798462
"(306,)",Stage 0,['No'],0.8221164346741272
"(306,)",Stage 1,['No'],0.7430860997246338
"(306,)",Stage 2,['Yes'],0.9747697115944459
"(306,)",Stage 3,['Yes'],0.9727733732269838
"(450,)",Stage 0,['No'],0.633345902066095
"(450,)",Stage 1,['No'],0.6548172236488892
"(450,)",Stage 2,['Yes'],0.5466845632599426
"(450,)",Stage 3,['Yes'],0.9046005607651306
"(1494,)",Stage 0,['No'],0.8151576520012451
"(1494,)",Stage 1,['Yes'],0.7400539518402649
"(1494,)",Stage 2,['Yes'],0.9758717418716981
"(1494,)",Stage 3,['Yes'],0.9825103879974916
"(1524,)",Stage 0,['No'],0.7662137151764465
"(1524,)",Stage 1,['No'],0.8823426366852356
"(1524,)",Stage 2,['Yes'],0.9773260952042176
"(1524,)",Stage 3,['Yes'],0.9819591642426088
"(1638,)",Stage 0,['No'],0.6001129747437073
"(1638,)",Stage 1,['No'],0.6150078178452087
"(1638,)",Stage 2,['Yes'],0.7577322722481323
"(1638,)",Stage 3,['Yes'],0.9085654021309448
"(1650,)",Stage 0,['No'],0.5926037431763245
"(1650,)",Stage 1,['No'],0.8030835391090942
"(1650,)",Stage 2,['Yes'],0.6075807810829712
"(1650,)",Stage 3,['Yes'],0.9046024085091187
"(1710,)",Stage 0,['No'],0.6369569302605225
"(1710,)",Stage 1,['No'],0.5659324527786805
"(1710,)",Stage 2,['Yes'],0.9441366792725159
"(1710,)",Stage 3,['Yes'],0.9759112597511842
"(2034,)",Stage 0,['No'],0.6405659915016724
"(2034,)",Stage 1,['No'],0.5812111497925354
"(2034,)",Stage 2,['Yes'],0.6548186541603638
"(2034,)",Stage 3,['Yes'],0.6583447457359863
"(2736,)",Stage 0,['No'],0.7057121993111206
"(2736,)",Stage 1,['No'],0.8518641592072083
"(2736,)",Stage 2,['Yes'],0.5621199608849121
"(2736,)",Stage 3,['Yes'],0.9333898426102234
"(2760,)",Stage 0,['No'],0.7279001475380494
"(2760,)",Stage 1,['Yes'],0.6038444043205811
"(2760,)",Stage 2,['Yes'],0.8103962541626526
"(2760,)",Stage 3,['Yes'],0.8947277666138245
"(2814,)",Stage 0,['No'],0.7490081192062927
"(2814,)",Stage 1,['No'],0.7825700641678406
"(2814,)",Stage 2,['Yes'],0.6548169256256653
"(2814,)",Stage 3,['Yes'],0.9123806358383728
"(2838,)",Stage 0,['No'],0.6892216206596924
"(2838,)",Stage 1,['No'],0.771765112976892
"(2838,)",Stage 2,['Yes'],0.5812342167900635
"(2838,)",Stage 3,['Yes'],0.7370943428085878
"(2892,)",Stage 0,['No'],0.7185129524277283
"(2892,)",Stage 1,['No'],0.6187018753098084
"(2892,)",Stage 2,['Yes'],0.6038614512489868
"(2892,)",Stage 3,['Yes'],0.7216718793915345
"(2940,)",Stage 0,['No'],0.66881263266073
"(2940,)",Stage 1,['No'],0.6892274619148803
"(2940,)",Stage 2,['No'],0.5736090541885925
"(2940,)",Stage 3,['Yes'],0.6925784350441528
"(14,)",Stage 0,['No'],0.8437851072357727
"(14,)",Stage 1,['No'],0.9545843006180359
"(14,)",Stage 2,['No'],0.6223874093102051
"(14,)",Stage 3,['Yes'],0.986949384312494
"(182,)",Stage 0,['No'],0.8375042081879212
"(182,)",Stage 1,['Yes'],0.5233404637383057
"(182,)",Stage 2,['Yes'],0.9780150056885316
"(182,)",Stage 3,['Yes'],0.9865387679146363
"(188,)",Stage 0,['No'],0.6260331870125366
"(188,)",Stage 1,['No'],0.890184760193689
"(188,)",Stage 2,['Yes'],0.7340607644127443
"(188,)",Stage 3,['Yes'],0.5621163846062256
"(352,)",Stage 0,['No'],0.9148214460419251
"(352,)",Stage 1,['Yes'],0.822088360886438
"(352,)",Stage 2,['No'],0.954602837662561
"(352,)",Stage 3,['No'],0.8221061230705811
"(590,)",Stage 0,['No'],0.8417325616882874
"(590,)",Stage 1,['No'],0.8375244737671448
"(590,)",Stage 2,['No'],0.7930428982781006
"(590,)",Stage 3,['No'],0.9584899545715883
"(608,)",Stage 0,['No'],0.8478809596108032
"(608,)",Stage 1,['Yes'],0.9824413658188417
"(608,)",Stage 2,['Yes'],0.9942902327583863
"(608,)",Stage 3,['Yes'],0.9885722399757935
"(644,)",Stage 0,['No'],0.6958792210625244
"(644,)",Stage 1,['No'],0.8990322948502136
"(644,)",Stage 2,['Yes'],0.7490028739975525
"(644,)",Stage 3,['Yes'],0.5194523931549622
"(662,)",Stage 0,['No'],0.7661792040871216
"(662,)",Stage 1,['Yes'],0.8823491335915161
"(662,)",Stage 2,['Yes'],0.9496338964508606
"(662,)",Stage 3,['Yes'],0.9559369684265686
"(710,)",Stage 0,['No'],0.7689799071358276
"(710,)",Stage 1,['Yes'],0.9783167244003846
"(710,)",Stage 2,['Yes'],0.9849932194756105
"(710,)",Stage 3,['Yes'],0.9793012143181398
"(976,)",Stage 0,['No'],0.9085438252495361
"(976,)",Stage 1,['Yes'],0.953192949395044
"(976,)",Stage 2,['No'],0.7930028439568115
"(976,)",Stage 3,['No'],0.8353837729500366
"(1130,)",Stage 0,['No'],0.6476983429001404
"(1130,)",Stage 1,['Yes'],0.6991091967629028
"(1130,)",Stage 2,['Yes'],0.9776517749832704
"(1130,)",Stage 3,['Yes'],0.9816730023430421
"(1270,)",Stage 0,['No'],0.7717530728386475
"(1270,)",Stage 1,['No'],0.7400757075356079
"(1270,)",Stage 2,['No'],0.9398606420563294
"(1270,)",Stage 3,['No'],0.8790658713387085
"(1690,)",Stage 0,['No'],0.8055140973137451
"(1690,)",Stage 1,['Yes'],0.9883831144379212
