Doc ID,Stage,Text Output,Cumulative Confidence 1,Cumulative Confidence 2,Cumulative Confidence 3,Cumulative Confidence 4,Cumulative Confidence 5,Cumulative Confidence 6,Cumulative Confidence 7,Cumulative Confidence 8,Cumulative Confidence 9,Cumulative Confidence 10
"(823,)",Stage 0,['B'],0.3462969661758972
"(823,)",Stage 1,['B'],0.33491289625631104
"(823,)",Stage 2,['C'],0.2858940661953522
"(823,)",Stage 3,['B'],0.280491590599878
"(786,)",Stage 0,['B'],0.34639275084005133
"(786,)",Stage 1,['A'],0.33408159027562867
"(786,)",Stage 2,['A'],0.3433362544582916
"(786,)",Stage 3,['A'],0.3406825066612793
"(868,)",Stage 0,['B'],0.49678498516546027
"(868,)",Stage 1,['B'],0.46026384840474854
"(868,)",Stage 2,['A'],0.6092225910233093
"(868,)",Stage 3,['A'],0.5393835307167603
"(1277,)",Stage 0,['B'],0.4586210251854492
"(1277,)",Stage 1,['B'],0.3918747902916504
"(1277,)",Stage 2,['B'],0.3638783396290375
"(1277,)",Stage 3,['A'],0.2860484720276428
"(880,)",Stage 0,['B'],0.34739309559331666
"(880,)",Stage 1,['A'],0.3760498763130738
"(880,)",Stage 2,['A'],0.3926771582172943
"(880,)",Stage 3,['A'],0.4587088228272034
"(1245,)",Stage 0,['B'],0.3487691880272461
"(1245,)",Stage 1,['B'],0.31455108533368836
"(1245,)",Stage 2,['A'],0.2685926855610443
"(1245,)",Stage 3,['A'],0.2482726872967316
"(1052,)",Stage 0,['A'],0.803259015183313
"(1052,)",Stage 1,['A'],0.7411133051918579
"(1052,)",Stage 2,['A'],0.8950603009270264
"(1052,)",Stage 3,['A'],0.858019769291742
"(1284,)",Stage 0,['B'],0.5699570776032044
"(1284,)",Stage 1,['B'],0.45211687694059144
"(1284,)",Stage 2,['B'],0.39703944335447083
"(1284,)",Stage 3,['B'],0.3840347827480866
"(1397,)",Stage 0,['C'],0.40726518640981446
"(1397,)",Stage 1,['B'],0.3853737712906433
"(1397,)",Stage 2,['B'],0.3746944070862366
"(1397,)",Stage 3,['C'],0.3996434212730957
"(775,)",Stage 0,['C'],0.5889674426125122
"(775,)",Stage 1,['C'],0.5066078902290894
"(775,)",Stage 2,['A'],0.5211398006485535
"(775,)",Stage 3,['A'],0.7304167748497559
"(1356,)",Stage 0,['A'],0.4415551723049713
"(1356,)",Stage 1,['A'],0.4553796649979187
"(1356,)",Stage 2,['A'],0.4398655892418457
"(1356,)",Stage 3,['A'],0.3442236484097077
"(881,)",Stage 0,['C'],0.49287578473554383
"(881,)",Stage 1,['C'],0.5591962934540344
"(881,)",Stage 2,['C'],0.5088642836617066
"(881,)",Stage 3,['C'],0.48398196707235114
"(1004,)",Stage 0,['C'],0.687225341896875
"(1004,)",Stage 1,['C'],0.6072739959763123
"(1004,)",Stage 2,['C'],0.5462721587227417
"(1004,)",Stage 3,['C'],0.5498903990791871
"(1262,)",Stage 0,['A'],0.3590726853416993
"(1262,)",Stage 1,['A'],0.35799691091047064
"(1262,)",Stage 2,['A'],0.3219287098454071
"(1262,)",Stage 3,['A'],0.36149865398870246
"(1065,)",Stage 0,['B'],0.5685316325234009
"(1065,)",Stage 1,['B'],0.5826035142944885
"(1065,)",Stage 2,['B'],0.5412527323769165
"(1065,)",Stage 3,['B'],0.5545316339539124
"(1063,)",Stage 0,['B'],0.6122491956757141
"(1063,)",Stage 1,['B'],0.46307989964948426
"(1063,)",Stage 2,['B'],0.4696568251656128
"(1063,)",Stage 3,['B'],0.430189311604364
"(1410,)",Stage 0,['B'],0.3424486816929413
"(1410,)",Stage 1,['B'],0.3739986718700959
"(1410,)",Stage 2,['B'],0.324199378590448
"(1410,)",Stage 3,['B'],0.316961258749826
"(1057,)",Stage 0,['B'],0.3084450365112854
"(1057,)",Stage 1,['B'],0.33698919425473944
"(1057,)",Stage 2,['B'],0.30468958626256715
"(1057,)",Stage 3,['A'],0.3322350085781647
"(1348,)",Stage 0,['A'],0.3574735523270203
"(1348,)",Stage 1,['A'],0.4308793843792511
"(1348,)",Stage 2,['A'],0.37082073102460633
"(1348,)",Stage 3,['B'],0.3794978858040406
"(877,)",Stage 0,['A'],0.34557214389310614
"(877,)",Stage 1,['A'],0.3811603785561158
"(877,)",Stage 2,['C'],0.7010499836014343
"(877,)",Stage 3,['C'],0.7460076809929443
"(986,)",Stage 0,['A'],0.3157890142010285
"(986,)",Stage 1,['A'],0.3844093383358551
"(986,)",Stage 2,['D'],0.768217444519861
"(986,)",Stage 3,['D'],0.7833675147102905
"(979,)",Stage 0,['B'],0.41124239573941956
"(979,)",Stage 1,['A'],0.3780408204601838
"(979,)",Stage 2,['B'],0.39943328509794007
"(979,)",Stage 3,['B'],0.41359481225476996
"(787,)",Stage 0,['C'],0.31425341973768006
"(787,)",Stage 1,['C'],0.32144618044362794
"(787,)",Stage 2,['C'],0.32758566747174983
"(787,)",Stage 3,['C'],0.30915188799367677
"(1120,)",Stage 0,['C'],0.491012454132898
"(1120,)",Stage 1,['C'],0.5393319130943848
"(1120,)",Stage 2,['C'],0.4038546682404114
"(1120,)",Stage 3,['C'],0.3329839111374451
"(1074,)",Stage 0,['C'],0.28004720817075507
"(1074,)",Stage 1,['C'],0.29117339859472047
"(1074,)",Stage 2,['C'],0.2839847506092621
"(1074,)",Stage 3,['C'],0.2472658307360245
"(1013,)",Stage 0,['C'],0.5503818393753601
"(1013,)",Stage 1,['C'],0.47449621568189393
"(1013,)",Stage 2,['C'],0.3795429171131684
"(1013,)",Stage 3,['C'],0.3236165643738343
